Date,Low,High,Open,Close,Volume BTC
2018-01-01 01:00:00,11351.0,12141.0,12139.01,11799.98,1923.35129295
2018-01-02 01:00:00,11280.0,13100.0,11799.98,12545.01,4707.00437392
2018-01-03 01:00:00,12493.59,13198.0,12545.01,13065.62,3506.50485117
2018-01-04 01:00:00,12512.0,13125.0,13065.05,12940.0,3391.64970247
2018-01-05 01:00:00,12624.86,14450.0,12940.0,14300.0,4376.08991819
2018-01-06 01:00:00,13659.0,14333.87,14299.99,14229.99,2234.37231516
2018-01-07 01:00:00,13160.01,14240.0,14230.0,13358.06,2265.05185786
2018-01-08 01:00:00,11888.0,13374.64,13360.31,12769.0,4870.54469513
2018-01-09 01:00:00,12100.0,12883.0,12769.0,12276.25,3254.23941198
2018-01-10 01:00:00,11471.18,12465.2,12276.25,12465.19,4831.14998556
2018-01-11 01:00:00,11011.0,12500.0,12465.2,11199.98,4917.04493846
2018-01-12 01:00:00,10800.0,11750.0,11199.99,11581.03,2659.61685947
2018-01-13 01:00:00,11571.87,12048.98,11581.03,11745.48,1838.61060118
2018-01-14 01:00:00,11000.0,11895.27,11745.48,11323.88,1913.75523616
2018-01-15 01:00:00,11150.0,11845.0,11323.87,11301.8,2563.40191586
2018-01-16 01:00:00,7909.57,11321.6,11301.8,9510.25,13011.23652616
2018-01-17 01:00:00,7221.0,10210.0,9510.26,9262.0,15646.92609244
2018-01-18 01:00:00,8860.0,10514.82,9262.0,9562.28,6824.13771626
2018-01-19 01:00:00,9265.0,10057.14,9556.12,9690.0,2787.08594037
2018-01-20 01:00:00,9619.87,10697.95,9690.0,10585.6,3105.96697739
2018-01-21 01:00:00,9250.0,10585.61,10585.6,9542.49,3167.72339501
2018-01-22 01:00:00,8345.01,9870.0,9542.49,8941.88,4979.71801672
2018-01-23 01:00:00,8111.0,9350.0,8955.07,8831.86,4124.50784422
2018-01-24 01:00:00,8650.0,9299.56,8831.86,9193.5,2416.3595867
2018-01-25 01:00:00,8880.0,9351.0,9193.52,9030.51,2161.25253285
2018-01-26 01:00:00,8456.01,9294.0,9030.51,8967.35,3507.01880877
2018-01-27 01:00:00,8810.57,9241.35,8967.36,9137.41,1938.93339262
2018-01-28 01:00:00,9113.54,9495.0,9137.42,9360.01,1682.04380844
2018-01-29 01:00:00,8900.0,9393.23,9360.01,9009.92,1941.39674129
2018-01-30 01:00:00,7905.52,9015.0,9009.92,8105.18,4971.89374762
2018-01-31 01:00:00,7800.0,8320.56,8102.86,8130.3,2987.49399517
2018-02-01 01:00:00,6666.0,8149.0,8130.31,7145.82,8162.00775579
2018-02-02 01:00:00,5770.0,7450.0,7145.82,7125.15,12900.89317055
2018-02-03 01:00:00,6551.0,7687.05,7125.14,7399.93,3885.15370643
2018-02-04 01:00:00,6257.0,7530.0,7399.93,6541.83,4399.56632115
2018-02-05 01:00:00,5086.52,6666.0,6525.79,5468.77,12666.21379435
2018-02-06 01:00:00,4680.0,6500.0,5468.68,6230.01,17511.27461088
2018-02-07 01:00:00,5822.66,7148.99,6230.01,6167.28,9265.21768765
2018-02-08 01:00:00,6167.28,7124.21,6167.28,6768.09,5306.78203659
2018-02-09 01:00:00,6400.0,7150.0,6768.1,7087.76,4311.18079332
2018-02-10 01:00:00,6700.0,7442.85,7087.76,7020.0,4067.56491447
2018-02-11 01:00:00,6430.0,7020.0,7020.0,6629.98,3023.54670043
2018-02-12 01:00:00,6612.0,7290.0,6626.38,7202.59,3100.89404468
2018-02-13 01:00:00,6824.01,7250.0,7208.49,6955.09,2590.4269521
2018-02-14 01:00:00,6900.5,7687.09,6952.01,7661.21,4347.74582323
2018-02-15 01:00:00,7559.0,8276.0,7661.21,8107.93,6281.88800754
2018-02-16 01:00:00,7851.0,8236.0,8103.81,8216.09,2817.37370908
2018-02-17 01:00:00,8138.1,9074.0,8216.1,9014.0,3498.47344212
2018-02-18 01:00:00,8196.57,9199.0,9014.0,8442.07,4353.79661331
2018-02-19 01:00:00,8403.13,9092.0,8442.06,9030.85,3279.00541241
2018-02-20 01:00:00,9025.0,9573.79,9036.97,9150.6,5422.45717182
2018-02-21 01:00:00,8300.0,9221.45,9150.6,8520.68,5768.87987632
2018-02-22 01:00:00,7855.02,8950.0,8520.68,7974.03,5231.44971122
2018-02-23 01:00:00,7777.0,8540.0,7974.03,8292.05,3622.94584245
2018-02-24 01:00:00,7636.0,8510.0,8292.04,7909.0,2742.68784873
2018-02-25 01:00:00,7601.0,8050.0,7909.0,7819.0,1888.9516628
2018-02-26 01:00:00,7661.0,8499.0,7819.0,8379.99,3736.73355027
2018-02-27 01:00:00,8211.63,8835.68,8380.0,8611.0,3154.78357285
2018-02-28 01:00:00,8420.48,9041.13,8611.08,8469.99,2952.04964997
2018-03-01 01:00:00,8412.47,8977.0,8470.0,8885.01,2375.4526363
2018-03-02 01:00:00,8765.16,9054.0,8885.01,8935.99,2147.15374601
2018-03-03 01:00:00,8934.0,9298.99,8936.0,9219.01,2269.69632218
2018-03-04 01:00:00,8975.0,9287.0,9219.01,9279.97,1652.05509528
2018-03-05 01:00:00,9206.75,9399.0,9279.97,9300.0,1703.47191734
2018-03-06 01:00:00,8545.0,9300.0,9300.0,8660.01,4120.52546787
2018-03-07 01:00:00,7605.06,8773.0,8660.01,8024.21,6536.92944524
2018-03-08 01:00:00,7345.72,8206.59,8024.2,7534.5,4655.55305982
2018-03-09 01:00:00,6770.0,7628.09,7534.49,7539.6,6648.74276411
2018-03-10 01:00:00,7077.58,7772.6,7538.78,7131.99,3039.49935355
2018-03-11 01:00:00,6926.0,7945.0,7131.99,7737.21,3618.12289239
2018-03-12 01:00:00,7120.0,8087.0,7746.75,7407.08,4048.48505931
2018-03-13 01:00:00,7200.0,7686.0,7405.56,7390.01,2572.67653608
2018-03-14 01:00:00,6408.36,7539.0,7390.01,6636.75,5160.52979601
2018-03-15 01:00:00,6200.0,6850.0,6636.76,6726.42,4466.43620319
2018-03-16 01:00:00,6468.0,7050.0,6726.42,6728.0,2569.26886144
2018-03-17 01:00:00,6280.0,6806.42,6728.0,6395.99,2372.14616013
2018-03-18 01:00:00,5930.0,6799.0,6395.99,6688.12,5328.52087571
2018-03-19 01:00:00,6600.08,7110.0,6675.96,6955.38,4503.67756023
2018-03-20 01:00:00,6720.0,7430.0,6955.37,7290.0,3681.48002712
2018-03-21 01:00:00,7121.0,7479.0,7289.99,7216.46,2905.22733977
2018-03-22 01:00:00,6885.4,7340.9,7216.46,7066.82,2481.68358631
2018-03-23 01:00:00,6732.98,7200.0,7066.82,7200.0,2299.26962766
2018-03-24 01:00:00,6907.01,7267.91,7200.0,6929.01,1806.4590059
2018-03-25 01:00:00,6836.21,7061.75,6929.0,6873.12,1361.15404155
2018-03-26 02:00:00,6322.0,6916.54,6871.12,6547.53,3156.35946024
2018-03-27 02:00:00,6255.0,6612.45,6546.99,6305.03,2439.70431056
2018-03-28 02:00:00,6270.0,6550.0,6305.03,6450.0,1725.31111287
2018-03-29 02:00:00,5610.65,6465.73,6450.0,5749.11,5264.73803446
2018-03-30 02:00:00,5350.0,5928.09,5749.1,5551.61,4801.91267726
2018-03-31 02:00:00,5364.03,5870.0,5551.61,5637.34,2391.43118564
2018-04-01 02:00:00,5240.0,5718.73,5637.28,5519.99,3435.55801136
2018-04-02 02:00:00,5496.0,5798.49,5520.0,5741.99,1724.11543831
2018-04-03 02:00:00,5703.74,6184.94,5741.99,6060.02,3323.47949289
2018-04-04 02:00:00,5450.0,6064.4,6060.0,5535.34,3038.70732823
2018-04-05 02:00:00,5371.27,5670.99,5535.34,5526.89,2299.96219413
2018-04-06 02:00:00,5336.0,5592.96,5527.84,5401.76,1517.24134466
2018-04-07 02:00:00,5395.92,5749.0,5401.77,5596.0,1316.25860188
2018-04-08 02:00:00,5595.99,5795.0,5595.99,5737.47,959.51136757
2018-04-09 02:00:00,5400.42,5862.37,5737.47,5516.55,2197.75465528
2018-04-10 02:00:00,5439.03,5579.28,5516.55,5538.59,1342.55563707
2018-04-11 02:00:00,5522.19,5650.0,5538.59,5625.53,1006.93432137
2018-04-12 02:00:00,5481.0,6568.02,5625.53,6433.42,5278.77234961
2018-04-13 02:00:00,6300.0,6709.27,6433.42,6370.0,3545.56942007
2018-04-14 02:00:00,6354.48,6603.0,6385.02,6512.99,1179.60130105
2018-04-15 02:00:00,6512.99,6838.35,6513.0,6780.06,1821.95071611
2018-04-16 02:00:00,6400.0,6818.59,6780.05,6514.99,2125.10966428
2018-04-17 02:00:00,6340.7,6619.8,6515.0,6397.24,1692.39746523
2018-04-18 02:00:00,6383.52,6681.04,6397.24,6607.49,1629.13904237
2018-04-19 02:00:00,6550.0,6738.81,6607.49,6717.01,1721.54067328
2018-04-20 02:00:00,6685.0,7299.0,6717.02,7249.49,2979.36256866
2018-04-21 02:00:00,7003.18,7397.45,7249.5,7246.46,1968.97854954
2018-04-22 02:00:00,7121.0,7350.87,7246.46,7175.0,1445.01471699
2018-04-23 02:00:00,7150.0,7347.0,7174.99,7314.52,1588.07871981
2018-04-24 02:00:00,7314.52,7995.0,7314.53,7930.35,3537.90049179
2018-04-25 02:00:00,7180.37,7972.78,7926.38,7291.02,5947.17755782
2018-04-26 02:00:00,7120.37,7694.0,7291.0,7661.0,2985.81478447
2018-04-27 02:00:00,7360.0,7777.0,7660.01,7372.35,2097.63827682
2018-04-28 02:00:00,7340.0,7745.25,7372.34,7695.0,1054.88739153
